MADON,MAMH,GIA,TRONGLUONG,TONGTIEN,SOLUONGDAT,KENHBANHANG,QUY,THUTRONGTUAN,BANG,LOAICUAHANG,MACUAHANG,LOG_GIA,LOG_TRONGLUONG,CLUSTER
22525,11348,36.9,600,73.8,2,Tai cua hang,3,Thursday,SP,Vat ly,100,3.634951112088381,6.398594934535208,1
22526,15905,99.99,1200,99.99,1,Tai cua hang,2,Thursday,SP,Vat ly,95,4.6150215020384655,7.0909098220799835,3
22527,18877,45.9,800,137.7,3,Tai cua hang,4,Friday,SP,Vat ly,4,3.8480176754522337,6.68586094706836,3
22528,5622,129.0,200,129.0,1,Truc tuyen,4,Friday,BA,Truc tuyen,OL_22,4.867534450455582,5.303304908059076,0
22529,13060,79.9,400,79.9,1,Tai cua hang,2,Wednesday,SP,Vat ly,25,4.393213824064446,5.993961427306569,0
2253,3373,56.8,1300,56.8,1,Tai cua hang,1,Monday,SP,Vat ly,24,4.056988775678332,7.170888478512505,3
22530,6643,8.33,500,8.33,1,Tai cua hang,1,Saturday,SP,Vat ly,12,2.2332350148592526,6.2166061010848646,1
22531,13805,69.9,2600,75.0,1,Tai cua hang,4,Sunday,SP,Vat ly,16,4.2612704335380815,7.8636512654486515,3
22532,3170,100.0,1050,80.0,1,Tai cua hang,2,Friday,SP,Vat ly,36,4.61512051684126,6.957497370876951,3
22533,8733,299.0,2950,299.0,1,Tai cua hang,4,Thursday,SP,Vat ly,55,5.703782474656201,7.989899374942939,2
22534,19911,179.0,2841,179.0,1,Tai cua hang,2,Wednesday,SP,Vat ly,7,5.19295685089021,7.952263308657046,2
22535,17315,59.99,700,59.99,1,Truc tuyen,3,Sunday,SP,Truc tuyen,OL_28,4.110709916308365,6.55250788703459,3
22536,17962,19.9,250,19.9,1,Tai cua hang,4,Sunday,SP,Vat ly,22,3.039749158970765,5.5254529391317835,1
22537,13717,141.64,2050,141.64,1,Tai cua hang,1,Thursday,SP,Vat ly,2,4.9603239735548845,7.62608275807238,2
22538,5880,34.9,650,34.9,1,Tai cua hang,1,Friday,PE,Vat ly,44,3.580737295494233,6.478509642208569,1
22539,530,79.9,950,69.9,1,Tai cua hang,2,Wednesday,RJ,Vat ly,72,4.393213824064446,6.85751406254539,3
2254,3054,18.5,350,37.0,2,Tai cua hang,1,Friday,ES,Vat ly,45,2.970414465569701,5.860786223465865,1
22540,16166,149.99,5200,149.99,1,Tai cua hang,1,Wednesday,SP,Vat ly,14,5.017213609456379,8.556606193773073,2
22541,547,44.99,100,44.99,1,Truc tuyen,1,Saturday,MG,Truc tuyen,OL_3,3.8284239815518326,4.61512051684126,1
22542,13069,43.0,3100,43.0,1,Tai cua hang,4,Thursday,RS,Vat ly,10,3.784189633918261,8.03947991910045,3
22543,17871,69.9,663,69.9,1,Tai cua hang,4,Monday,SP,Vat ly,100,4.2612704335380815,6.498282149476434,3
22544,13828,99.9,400,99.9,1,Tai cua hang,2,Sunday,PR,Vat ly,28,4.6141299273595635,5.993961427306569,0
22545,11434,25.0,1850,25.0,1,Truc tuyen,2,Wednesday,DF,Truc tuyen,OL_4,3.258096538021482,7.523481312573497,3
22546,18676,140.9,1143,140.9,1,Tai cua hang,1,Friday,SP,Vat ly,4,4.955122584165997,7.042286171939743,0
22546,9205,56.89,434,56.89,1,Tai cua hang,1,Friday,SP,Vat ly,34,4.058544658090914,6.075346031088684,3
22547,1904,69.99,588,69.99,1,Tai cua hang,4,Saturday,RJ,Vat ly,8,4.262539022051294,6.3784261836515865,3
22548,19339,339.0,500,339.0,1,Tai cua hang,1,Saturday,SP,Vat ly,25,5.8289456176102075,6.2166061010848646,0
22549,4123,199.9,558,199.9,1,Tai cua hang,4,Thursday,SP,Vat ly,38,5.302807271820889,6.326149473155099,0
2255,9068,109.0,13250,109.0,1,Truc tuyen,2,Thursday,SP,Truc tuyen,OL_28,4.700480365792417,9.491828300264636,2
22550,1561,89.9,4050,89.9,1,Tai cua hang,2,Wednesday,SP,Vat ly,95,4.509760001183433,8.30671904320269,2
22551,16326,129.95,350,129.9,1,Truc tuyen,3,Tuesday,SP,Truc tuyen,OL_28,4.874815570953721,5.860786223465865,0
22552,7725,198.9,250,198.9,1,Tai cua hang,4,Sunday,SP,Vat ly,11,5.297817241506355,5.5254529391317835,0
22553,16190,499.9,5500,499.9,1,Truc tuyen,3,Wednesday,SP,Truc tuyen,OL_28,6.216406480363571,8.612685172875459,2
22554,7342,128.56,1350,128.56,1,Truc tuyen,3,Friday,DF,Truc tuyen,OL_4,4.864144094303128,7.208600337960199,3
22555,5432,99.9,2550,110.0,1,Truc tuyen,1,Sunday,SP,Truc tuyen,OL_28,4.6141299273595635,7.844240718141811,3
22556,12338,89.9,1383,86.9,1,Tai cua hang,2,Thursday,SP,Vat ly,14,4.509760001183433,7.232733136177615,3
22557,7350,16.99,200,15.99,1,Truc tuyen,2,Saturday,RJ,Truc tuyen,OL_21,2.8898160479624417,5.303304908059076,1
22558,12338,89.9,1383,83.79,1,Tai cua hang,2,Monday,SP,Vat ly,14,4.509760001183433,7.232733136177615,3
22559,2511,25.0,150,25.0,1,Tai cua hang,3,Sunday,PE,Vat ly,44,3.258096538021482,5.017279836814924,1
2256,4120,39.6,600,39.6,1,Tai cua hang,3,Sunday,DF,Vat ly,1,3.703768066607687,6.398594934535208,3
22560,4386,53.9,1650,53.9,1,Tai cua hang,1,Friday,SP,Vat ly,38,4.005513348515485,7.409136443920128,3
22561,3879,119.99,1800,119.99,1,Tai cua hang,2,Thursday,SP,Vat ly,2,4.7957078975533864,7.496097345175956,3
22562,5062,33.99,300,67.98,2,Tai cua hang,2,Saturday,PR,Vat ly,28,3.5550623063795967,5.707110264748875,1
22563,19831,52.9,350,48.9,1,Tai cua hang,2,Monday,MG,Vat ly,37,3.9871304779149512,5.860786223465865,1
22564,9409,54.9,2813,54.9,1,Tai cua hang,1,Tuesday,PA,Vat ly,23,4.023564380161053,7.942362237674335,3
22565,13213,135.0,1800,135.0,1,Truc tuyen,1,Tuesday,RJ,Truc tuyen,OL_21,4.912654885736052,7.496097345175956,3
22566,2399,24.99,175,24.99,1,Tai cua hang,2,Friday,SP,Vat ly,46,3.2577118486533987,5.170483995038151,1
22567,13302,108.0,1000,105.0,1,Tai cua hang,3,Wednesday,RS,Vat ly,13,4.6913478822291435,6.90875477931522,3
22568,7413,233.35,3000,269.9,1,Truc tuyen,2,Monday,MG,Truc tuyen,OL_3,5.456815724368715,8.006700845440367,2
22569,7749,35.0,100,35.0,1,Truc tuyen,4,Saturday,RJ,Truc tuyen,OL_21,3.58351893845611,4.61512051684126,1
2257,10635,49.0,550,98.0,2,Truc tuyen,2,Tuesday,SP,Truc tuyen,OL_28,3.912023005428146,6.311734809152915,3
2257,3269,199.5,1650,199.5,1,Truc tuyen,2,Tuesday,SP,Truc tuyen,OL_28,5.300814246746624,7.409136443920128,2
2257,4891,49.9,600,149.7,3,Truc tuyen,2,Tuesday,SP,Truc tuyen,OL_28,3.929862923556477,6.398594934535208,3
2257,5195,49.9,1600,49.9,1,Truc tuyen,2,Tuesday,SP,Truc tuyen,OL_28,3.929862923556477,7.3783837129967145,3
22570,11034,25.0,550,29.0,1,Tai cua hang,2,Sunday,RS,Vat ly,10,3.258096538021482,6.311734809152915,1
22571,897,18.99,550,37.98,2,Tai cua hang,2,Sunday,MG,Vat ly,87,2.995232148512309,6.311734809152915,1
22572,13021,105.0,4800,105.0,1,Truc tuyen,2,Thursday,PA,Truc tuyen,OL_2,4.663439094112067,8.476579508530941,2
22573,19211,67.0,1700,75.0,1,Tai cua hang,2,Monday,SP,Vat ly,82,4.219507705176107,7.438971592395862,3
22574,1727,23.99,100,19.99,1,Tai cua hang,2,Sunday,SP,Vat ly,12,3.218475744846861,4.61512051684126,1
22575,5769,28.7,225,28.7,1,Tai cua hang,4,Wednesday,SP,Vat ly,62,3.391147045808654,5.420534999272286,1
22576,15181,85.0,3100,170.0,2,Tai cua hang,3,Tuesday,BA,Vat ly,50,4.454347296253507,8.03947991910045,3
22577,9196,49.99,3500,49.99,1,Tai cua hang,4,Tuesday,SP,Vat ly,32,3.9316295350670645,8.160803920954665,3
22578,12927,49.9,2600,49.9,1,Tai cua hang,2,Thursday,SP,Vat ly,30,3.929862923556477,7.8636512654486515,3
22579,10123,28.99,50,28.99,1,Tai cua hang,2,Saturday,MG,Vat ly,84,3.4008639927609177,3.9318256327243257,1
2258,5385,20.9,133,20.9,1,Tai cua hang,3,Sunday,RJ,Vat ly,39,3.086486636822455,4.897839799950911,1
22580,3442,134.9,8350,154.9,1,Tai cua hang,4,Sunday,SP,Vat ly,56,4.911919321157098,9.03013657115323,2
22581,10828,59.9,400,119.8,2,Tai cua hang,1,Monday,PE,Vat ly,44,4.109233174715851,5.993961427306569,3
22582,440,89.9,1100,89.9,1,Tai cua hang,4,Tuesday,SP,Vat ly,75,4.509760001183433,7.00397413672268,3
22583,17438,52.0,1850,52.0,1,Truc tuyen,2,Monday,RS,Truc tuyen,OL_18,3.970291913552122,7.523481312573497,3
22584,8510,111.27,375,111.27,1,Tai cua hang,3,Saturday,SP,Vat ly,41,4.720906684470688,5.929589143389895,0
22585,5921,35.99,300,35.99,1,Tai cua hang,1,Sunday,MG,Vat ly,20,3.610647605844363,5.707110264748875,1
22586,15933,99.0,850,99.0,1,Truc tuyen,2,Sunday,SP,Truc tuyen,OL_28,4.605170185988092,6.7464121285733745,3
22587,12338,89.9,1383,89.9,1,Tai cua hang,2,Friday,SP,Vat ly,14,4.509760001183433,7.232733136177615,3
22588,13805,69.9,2600,75.0,1,Tai cua hang,3,Friday,MG,Vat ly,87,4.2612704335380815,7.8636512654486515,3
22589,8898,85.99,3750,85.99,1,Truc tuyen,1,Sunday,SP,Truc tuyen,OL_14,4.46579316951945,8.229777750081887,3
2259,2016,22.8,100,22.8,1,Tai cua hang,1,Thursday,DF,Vat ly,53,3.169685580677429,4.61512051684126,1
22590,2412,29.9,1700,29.9,1,Tai cua hang,3,Saturday,SP,Vat ly,16,3.4307561839036995,7.438971592395862,3
22591,12442,150.0,4150,150.0,1,Truc tuyen,2,Wednesday,SP,Truc tuyen,OL_17,5.017279836814924,8.33110454805304,2
22592,13805,69.9,2600,69.9,1,Tai cua hang,2,Saturday,SP,Vat ly,16,4.2612704335380815,7.8636512654486515,3
22593,14068,138.0,9900,138.0,1,Tai cua hang,1,Wednesday,CE,Vat ly,79,4.9344739331306915,9.200391041122515,2
22594,17030,154.4,532,153.9,1,Tai cua hang,4,Wednesday,SP,Vat ly,22,5.046002437933547,6.278521424165844,0
22595,16507,49.0,350,49.0,1,Tai cua hang,1,Thursday,MG,Vat ly,37,3.912023005428146,5.860786223465865,1
22596,1911,124.9,620,119.59,1,Tai cua hang,2,Sunday,GO,Vat ly,35,4.835487941050301,6.431331081933479,0
22597,1831,249.9,3150,249.9,1,Truc tuyen,1,Sunday,SP,Truc tuyen,OL_17,5.525054453372377,8.055475141757274,2
22597,4660,149.9,1550,149.9,1,Truc tuyen,1,Sunday,SP,Truc tuyen,OL_17,5.016617365773803,7.346655163176539,3
22598,18877,45.9,800,45.9,1,Tai cua hang,1,Tuesday,SP,Vat ly,4,3.8480176754522337,6.68586094706836,3
22599,20496,55.5,1525,54.75,1,Tai cua hang,1,Friday,SP,Vat ly,64,4.034240638152395,7.330405211844402,3
226,1444,65.0,1032,65.0,1,Tai cua hang,2,Monday,SP,Vat ly,94,4.189654742026425,6.940222469119639,3
2260,9345,89.9,1400,89.9,1,Tai cua hang,1,Saturday,SP,Vat ly,95,4.509760001183433,7.244941546337007,3
22600,2799,69.0,7550,69.0,1,Truc tuyen,4,Saturday,RS,Truc tuyen,OL_18,4.248495242049359,8.929435283803425,2
22601,12884,179.49,550,179.49,1,Tai cua hang,4,Sunday,SP,Vat ly,25,5.195675374576157,6.311734809152915,0
22602,3334,25.0,250,25.0,1,Tai cua hang,2,Saturday,SP,Vat ly,16,3.258096538021482,5.5254529391317835,1
22603,12678,95.0,250,95.0,1,Tai cua hang,3,Thursday,SP,Vat ly,67,4.564348191467836,5.5254529391317835,0
22604,15036,99.0,1300,99.0,1,Tai cua hang,2,Thursday,CE,Vat ly,97,4.605170185988092,7.170888478512505,3
22605,2092,57.0,350,39.0,1,Tai cua hang,4,Sunday,GO,Vat ly,35,4.060443010546419,5.860786223465865,1
22606,17665,89.0,200,89.0,1,Tai cua hang,4,Sunday,RJ,Vat ly,63,4.499809670330265,5.303304908059076,0
22607,4677,59.0,600,59.0,1,Tai cua hang,4,Tuesday,SP,Vat ly,36,4.0943445622221,6.398594934535208,3
22608,17985,29.9,250,29.9,1,Truc tuyen,2,Wednesday,SP,Truc tuyen,OL_28,3.4307561839036995,5.5254529391317835,1
22609,3790,79.0,10600,79.0,1,Truc tuyen,2,Friday,RJ,Truc tuyen,OL_21,4.382026634673881,9.268703615273097,2
2261,9816,130.0,2100,141.4,1,Tai cua hang,2,Thursday,CE,Vat ly,89,4.875197323201151,7.650168700845001,3
22610,6292,110.0,1100,110.0,1,Tai cua hang,2,Monday,RS,Vat ly,13,4.709530201312334,7.00397413672268,3
22611,590,125.02,1600,125.02,1,Tai cua hang,4,Friday,PE,Vat ly,42,4.8364406245139095,7.3783837129967145,3
22612,10297,88.0,725,88.0,1,Tai cua hang,1,Sunday,SP,Vat ly,2,4.48863636973214,6.587550014824796,3
22613,12753,159.99,600,159.99,1,Truc tuyen,4,Saturday,PR,Truc tuyen,OL_7,5.081342251254203,6.398594934535208,0
22614,11620,40.0,283,40.0,1,Tai cua hang,3,Saturday,SP,Vat ly,47,3.713572066704308,5.648974238161206,1
22615,12941,239.9,3100,239.9,1,Tai cua hang,4,Friday,MG,Vat ly,37,5.484381909620826,8.03947991910045,2
22616,4805,159.77,450,159.77,1,Tai cua hang,1,Thursday,SP,Vat ly,5,5.079974772174869,6.111467339502679,0
22617,15405,119.9,2600,119.9,1,Truc tuyen,4,Monday,SP,Truc tuyen,OL_28,4.794963757620747,7.8636512654486515,2
22618,6563,109.94,6050,109.99,1,Tai cua hang,3,Thursday,SP,Vat ly,16,4.708989514627088,8.707978826622321,2
22619,16783,59.9,3000,59.9,1,Tai cua hang,3,Monday,PR,Vat ly,28,4.109233174715851,8.006700845440367,3
2262,2119,159.0,5850,159.0,1,Tai cua hang,1,Friday,SP,Vat ly,17,5.075173815233827,8.674367865788236,2
22620,11747,17.49,1358,17.49,1,Tai cua hang,2,Tuesday,SP,Vat ly,52,2.9172300453990334,7.214504414151143,1
22621,3006,164.9,792,159.9,1,Tai cua hang,4,Monday,DF,Vat ly,31,5.111385197196399,6.675823221634848,0
22622,627,129.9,100,129.9,1,Tai cua hang,4,Tuesday,DF,Vat ly,31,4.874433672915854,4.61512051684126,0
22623,19313,168.0,9950,168.0,1,Truc tuyen,2,Friday,SP,Truc tuyen,OL_28,5.1298987149230735,9.205428327615163,2
22624,18111,54.9,650,54.9,1,Tai cua hang,4,Sunday,RJ,Vat ly,39,4.023564380161053,6.478509642208569,3
22625,1987,14.99,800,59.96,4,Tai cua hang,1,Sunday,SP,Vat ly,43,2.771963526845863,6.68586094706836,1
22626,12711,37.9,175,37.9,1,Tai cua hang,1,Monday,SP,Vat ly,25,3.6609942506244004,5.170483995038151,1
22627,2730,19.49,226,19.49,1,Tai cua hang,1,Saturday,DF,Vat ly,31,3.0199369622508083,5.424950017481403,1
22628,20299,49.9,2950,49.9,1,Truc tuyen,1,Monday,SC,Truc tuyen,OL_8,3.929862923556477,7.989899374942939,3
22629,1095,34.99,550,34.99,1,Tai cua hang,4,Sunday,SP,Vat ly,100,3.5832411220909393,6.311734809152915,1
22629,14808,34.99,550,34.99,1,Tai cua hang,4,Sunday,SP,Vat ly,18,3.5832411220909393,6.311734809152915,1
2263,15517,38.0,150,76.0,2,Tai cua hang,3,Saturday,SP,Vat ly,32,3.6635616461296463,5.017279836814924,1
22630,1543,117.99,3300,117.99,1,Tai cua hang,2,Thursday,SP,Vat ly,19,4.779039455967062,8.101980731853192,2
22631,13594,35.9,200,30.5,1,Truc tuyen,1,Saturday,SP,Truc tuyen,OL_28,3.6082115510464816,5.303304908059076,1
22632,6990,94.9,650,94.9,1,Tai cua hang,1,Sunday,SP,Vat ly,25,4.563305981889393,6.478509642208569,3
22633,15571,69.9,1450,69.9,1,Truc tuyen,2,Sunday,DF,Truc tuyen,OL_4,4.2612704335380815,7.280008252884188,3
22634,18814,44.95,250,44.95,1,Tai cua hang,2,Monday,SP,Vat ly,58,3.827553848801696,5.5254529391317835,1
22635,16799,149.0,6550,119.0,1,Truc tuyen,2,Saturday,MG,Truc tuyen,OL_6,5.0106352940962555,8.787372988731876,2
22636,7260,118.5,400,116.9,1,Tai cua hang,3,Sunday,SP,Vat ly,77,4.783316371371566,5.993961427306569,0
22637,7260,118.5,400,119.9,1,Tai cua hang,4,Sunday,SP,Vat ly,77,4.783316371371566,5.993961427306569,0
22638,18461,63.0,100,63.0,1,Tai cua hang,3,Saturday,SP,Vat ly,78,4.1588830833596715,4.61512051684126,1
22639,1303,149.97,3450,149.98,1,Truc tuyen,4,Saturday,SP,Truc tuyen,OL_28,5.017081141579645,8.146419323098003,2
2264,17985,29.9,250,29.9,1,Tai cua hang,3,Saturday,SP,Vat ly,100,3.4307561839036995,5.5254529391317835,1
22640,12285,299.9,1571,299.9,1,Tai cua hang,4,Monday,MG,Vat ly,96,5.706777983635999,7.360103972989152,2
22641,9522,42.99,1200,45.97,1,Truc tuyen,3,Friday,SP,Truc tuyen,OL_13,3.7839623353606284,7.0909098220799835,3
22642,9687,69.9,950,69.9,1,Tai cua hang,2,Tuesday,SP,Vat ly,100,4.2612704335380815,6.85751406254539,3
22643,5326,29.99,350,29.99,1,Tai cua hang,1,Wednesday,MG,Vat ly,15,3.433664571799657,5.860786223465865,1
22644,15297,28.0,300,28.0,1,Tai cua hang,2,Sunday,SP,Vat ly,17,3.367295829986474,5.707110264748875,1
22645,4123,199.9,558,159.9,1,Tai cua hang,2,Thursday,SP,Vat ly,38,5.302807271820889,6.326149473155099,0
22646,10849,35.0,250,35.0,1,Tai cua hang,2,Wednesday,SP,Vat ly,5,3.58351893845611,5.5254529391317835,1
22647,17665,89.0,200,89.0,1,Tai cua hang,3,Sunday,RJ,Vat ly,63,4.499809670330265,5.303304908059076,0
22648,6885,29.5,1867,29.5,1,Tai cua hang,1,Thursday,SP,Vat ly,32,3.417726683613366,7.532623618788788,3
22649,14826,77.74,8850,77.74,1,Tai cua hang,3,Tuesday,SP,Vat ly,100,4.366151285515591,9.088285725968877,2
2265,19964,64.9,6000,64.9,1,Truc tuyen,2,Tuesday,SP,Truc tuyen,OL_28,4.188138441508461,8.699681400989514,2
22650,6121,84.0,700,84.0,1,Truc tuyen,1,Wednesday,SP,Truc tuyen,OL_28,4.442651256490317,6.55250788703459,3
22650,7040,37.9,1800,37.9,1,Truc tuyen,1,Wednesday,SP,Truc tuyen,OL_28,3.6609942506244004,7.496097345175956,3
22651,11401,39.5,450,39.5,1,Tai cua hang,4,Sunday,DF,Vat ly,49,3.7013019741124933,6.111467339502679,1
22652,1045,47.0,3700,47.0,1,Tai cua hang,2,Friday,SP,Vat ly,5,3.871201010907891,8.216358332386156,3
22653,14212,369.0,8700,369.0,1,Truc tuyen,2,Tuesday,RJ,Truc tuyen,OL_21,5.91350300563827,9.071193240566025,2
22654,10404,199.0,2000,199.0,1,Tai cua hang,3,Saturday,CE,Vat ly,68,5.298317366548036,7.601402334583733,2
22655,13536,19.9,150,19.9,1,Truc tuyen,4,Tuesday,GO,Truc tuyen,OL_10,3.039749158970765,5.017279836814924,1
22655,8091,39.0,200,39.0,1,Truc tuyen,4,Tuesday,GO,Truc tuyen,OL_10,3.6888794541139363,5.303304908059076,1
22656,14754,113.47,5250,567.35,5,Truc tuyen,3,Wednesday,SP,Truc tuyen,OL_28,4.740312779930385,8.566173813637858,2
22657,13117,28.9,200,31.9,1,Tai cua hang,2,Sunday,SP,Vat ly,43,3.3978584803966405,5.303304908059076,1
22658,7995,220.91,1225,441.82,2,Tai cua hang,3,Wednesday,MG,Vat ly,3,5.402271894267886,7.111512116496157,0
22659,11370,77.0,138,154.0,2,Truc tuyen,1,Thursday,RJ,Truc tuyen,OL_21,4.356708826689592,4.9344739331306915,0
2266,9983,119.99,350,119.99,1,Tai cua hang,4,Sunday,DF,Vat ly,27,4.7957078975533864,5.860786223465865,0
22660,16975,25.9,150,25.9,1,Tai cua hang,3,Wednesday,PE,Vat ly,42,3.292126286607793,5.017279836814924,1
22661,4394,153.0,2450,153.0,1,Tai cua hang,4,Monday,MG,Vat ly,15,5.0369526024136295,7.804251383528112,2
22662,9528,79.0,400,79.0,1,Tai cua hang,1,Sunday,BA,Vat ly,50,4.382026634673881,5.993961427306569,0
22663,10509,212.33,21000,212.33,1,Truc tuyen,4,Friday,MG,Truc tuyen,OL_3,5.3628402625635365,9.952325334619427,2
22664,2852,89.0,2250,89.0,1,Tai cua hang,3,Monday,DF,Vat ly,31,4.499809670330265,7.719129840906732,3
22665,14275,15.0,150,15.0,1,Truc tuyen,4,Saturday,SP,Truc tuyen,OL_20,2.772588722239781,5.017279836814924,1
22666,16137,236.9,15200,236.9,1,Tai cua hang,4,Thursday,SP,Vat ly,25,5.471850417308912,9.62911649414402,2
22667,6562,147.99,5400,147.99,1,Truc tuyen,3,Wednesday,DF,Truc tuyen,OL_4,5.003879189599248,8.594339400592892,2
22668,16830,44.99,300,44.99,1,Tai cua hang,2,Saturday,SP,Vat ly,5,3.8284239815518326,5.707110264748875,1
22669,8422,120.0,1200,120.0,1,Tai cua hang,4,Friday,SP,Vat ly,24,4.795790545596741,7.0909098220799835,3
2267,8381,269.9,303,269.9,1,Truc tuyen,4,Friday,SP,Truc tuyen,OL_5,5.6017497490910495,5.717027701406222,0
22670,2529,63.8,850,63.8,1,Tai cua hang,1,Tuesday,RJ,Vat ly,39,4.1713056033582285,6.7464121285733745,3
22671,6883,149.91,1067,430.9,2,Truc tuyen,1,Thursday,SP,Truc tuyen,OL_28,5.016683632630459,6.97354301952014,0
22672,19990,28.0,1250,28.0,1,Tai cua hang,3,Tuesday,SP,Vat ly,71,3.367295829986474,7.1316985104669115,3
22673,10744,79.9,1100,79.9,1,Truc tuyen,1,Friday,SP,Truc tuyen,OL_27,4.393213824064446,7.00397413672268,3
22674,7126,51.4,650,47.9,1,Tai cua hang,1,Tuesday,GO,Vat ly,35,3.9589065913269965,6.478509642208569,3
22675,20139,79.99,2500,79.99,1,Truc tuyen,3,Tuesday,RJ,Truc tuyen,OL_21,4.3943256902608985,7.824445930877619,3
22676,7196,47.9,800,47.9,1,Tai cua hang,2,Saturday,SP,Vat ly,12,3.8897773964808264,6.68586094706836,3
22677,759,58.49,200,57.66,1,Tai cua hang,3,Monday,BA,Vat ly,33,4.085808231199814,5.303304908059076,1
22678,13805,69.9,2600,69.9,1,Tai cua hang,1,Sunday,DF,Vat ly,83,4.2612704335380815,7.8636512654486515,3
22679,11512,95.8,650,96.6,1,Tai cua hang,4,Friday,SP,Vat ly,38,4.572646994282532,6.478509642208569,3
2268,20380,326.16,5300,326.16,1,Truc tuyen,2,Sunday,PR,Truc tuyen,OL_7,5.790449347866773,8.575650760987806,2
22680,17072,59.0,700,295.0,5,Tai cua hang,1,Sunday,MG,Vat ly,37,4.0943445622221,6.55250788703459,3
22681,17830,158.26,875,158.26,1,Tai cua hang,3,Sunday,SP,Vat ly,46,5.070538086829298,6.775366090936392,0
22682,19008,274.95,2450,274.95,1,Tai cua hang,2,Wednesday,SP,Vat ly,18,5.62021968988551,7.804251383528112,2
22683,10558,40.5,475,50.34,1,Tai cua hang,4,Saturday,SP,Vat ly,82,3.7256934272366524,6.16541785423142,1
22684,18889,59.99,300,59.99,1,Tai cua hang,2,Sunday,DF,Vat ly,1,4.110709916308365,5.707110264748875,1
22685,11583,39.99,2550,39.99,1,Tai cua hang,4,Friday,SP,Vat ly,32,3.7133281345162463,7.844240718141811,3
22686,1789,44.0,250,44.0,1,Tai cua hang,3,Sunday,MG,Vat ly,37,3.8066624897703196,5.5254529391317835,1
22687,7511,109.9,1800,109.9,1,Truc tuyen,1,Tuesday,SP,Truc tuyen,OL_28,4.7086288943563215,7.496097345175956,3
22688,14828,139.99,9725,139.99,1,Tai cua hang,2,Tuesday,SP,Vat ly,16,4.9486889658772695,9.182557990963732,2
22689,15385,69.0,1100,69.0,1,Truc tuyen,2,Tuesday,SP,Truc tuyen,OL_23,4.248495242049359,7.00397413672268,3
22689,5043,122.9,1800,125.9,1,Truc tuyen,2,Tuesday,SP,Truc tuyen,OL_23,4.819474788635096,7.496097345175956,3
2269,7995,220.91,1225,220.91,1,Truc tuyen,2,Wednesday,SP,Truc tuyen,OL_28,5.402271894267886,7.111512116496157,0
22690,10083,16.9,300,33.8,2,Tai cua hang,1,Saturday,BA,Vat ly,40,2.884800712846709,5.707110264748875,1
22691,14820,699.99,800,699.99,1,Truc tuyen,4,Tuesday,SP,Truc tuyen,OL_11,6.552493621597604,6.68586094706836,0
22692,19787,56.99,375,56.99,1,Tai cua hang,4,Sunday,SP,Vat ly,5,4.060270581888349,5.929589143389895,1
22693,5865,202.4,2025,199.9,1,Truc tuyen,4,Wednesday,SC,Truc tuyen,OL_8,5.315174483614459,7.613818684808629,2
22694,5565,419.99,1450,419.99,1,Truc tuyen,2,Thursday,SP,Truc tuyen,OL_28,6.042609080431154,7.280008252884188,2
22695,5517,169.9,2200,169.9,1,Tai cua hang,2,Friday,SP,Vat ly,32,5.141078590121546,7.696667081526462,2
22696,12338,89.9,1383,89.9,1,Truc tuyen,2,Monday,RJ,Truc tuyen,OL_21,4.509760001183433,7.232733136177615,3
22696,4713,47.9,500,47.9,1,Truc tuyen,2,Monday,RJ,Truc tuyen,OL_21,3.8897773964808264,6.2166061010848646,3
22697,2458,77.9,1250,77.9,1,Tai cua hang,3,Wednesday,RJ,Vat ly,72,4.368181227851829,7.1316985104669115,3
22698,14669,48.9,1200,40.0,1,Tai cua hang,4,Thursday,SP,Vat ly,95,3.910021002757473,7.0909098220799835,3
22699,7730,110.32,150,110.32,1,Tai cua hang,2,Sunday,MG,Vat ly,37,4.71240893665769,5.017279836814924,0
227,4151,89.99,1200,89.99,1,Tai cua hang,2,Friday,SP,Vat ly,58,4.5107496103686,7.0909098220799835,3
2270,6768,53.9,1500,49.0,1,Tai cua hang,4,Saturday,PE,Vat ly,42,4.005513348515485,7.313886831633462,3
22700,17215,43.56,963,43.56,1,Truc tuyen,3,Sunday,SP,Truc tuyen,OL_5,3.7968365956190286,6.871091294610546,3
22701,13243,49.65,1500,49.65,1,Tai cua hang,3,Sunday,SP,Vat ly,82,3.9249392306946924,7.313886831633462,3
22702,343,26.74,567,160.44,6,Tai cua hang,1,Friday,PR,Vat ly,28,3.3228754148866853,6.342121418721152,1
22703,18446,219.0,480,228.0,1,Tai cua hang,4,Tuesday,SP,Vat ly,52,5.393627546352362,6.175867270105761,0
22704,11017,29.9,400,29.9,1,Tai cua hang,1,Sunday,RJ,Vat ly,8,3.4307561839036995,5.993961427306569,1
22705,20085,18.99,700,18.99,1,Truc tuyen,4,Sunday,SP,Truc tuyen,OL_28,2.995232148512309,6.55250788703459,1
22706,18145,219.0,4550,219.0,1,Truc tuyen,3,Thursday,SP,Truc tuyen,OL_28,5.393627546352362,8.423102268016642,2
22707,13092,258.8,10650,258.8,1,Tai cua hang,1,Thursday,SP,Vat ly,38,5.559912104236499,9.273409063443166,2
22708,13611,59.95,250,69.9,1,Tai cua hang,4,Sunday,SP,Vat ly,11,4.110053855927281,5.5254529391317835,1
22709,5454,178.9,509,357.8,2,Tai cua hang,4,Thursday,RJ,Vat ly,8,5.192401140956488,6.234410725718371,0
