user_id,recency,frequency,monetary,cluster,segment
22041,1730,2,221.21,3,Tiềm năng
22042,1659,1,49.99,0,Ngủ đông
22044,1535,2,333.45,2,VIP
22045,1426,1,19.95,0,Ngủ đông
22046,1849,1,30.71,1,Bình thường
22047,1963,2,243.94,1,Bình thường
22050,1442,2,50.39,3,Tiềm năng
22051,2119,2,195.98001,1,Bình thường
22054,1648,1,74.990005,0,Ngủ đông
22056,1972,1,115.0,1,Bình thường
22057,1479,3,134.48,3,Tiềm năng
22058,2375,1,14.99,1,Bình thường
22060,1992,1,75.5,1,Bình thường
22062,1673,1,32.45,0,Ngủ đông
22063,1488,2,371.49,2,VIP
22066,2060,1,90.94,1,Bình thường
22067,1530,1,54.45,0,Ngủ đông
22068,2375,1,49.989998,1,Bình thường
22071,1903,1,59.940002,1,Bình thường
22075,1503,1,3.39,0,Ngủ đông
22077,1468,1,39.99,0,Ngủ đông
22078,1428,1,89.49,0,Ngủ đông
22079,1473,1,25.45,0,Ngủ đông
22080,1603,3,214.95,3,Tiềm năng
22081,1766,1,39.0,0,Ngủ đông
22083,1582,2,441.0,2,VIP
22084,1700,2,129.9,3,Tiềm năng
22085,2023,1,297.97998,1,Bình thường
22088,1493,1,286.0,0,Ngủ đông
22090,1658,1,344.97998,0,Ngủ đông
22091,1667,2,272.67,3,Tiềm năng
22093,1550,1,49.93,0,Ngủ đông
22094,1910,1,201.28,1,Bình thường
22097,1504,4,236.31,2,VIP
22098,1823,1,34.0,0,Ngủ đông
22099,1530,1,39.45,0,Ngủ đông
22100,1423,1,56.42,0,Ngủ đông
22101,1557,2,62.98,3,Tiềm năng
22102,1921,3,148.59,3,Tiềm năng
22103,1460,2,76.049995,3,Tiềm năng
22104,2357,2,200.99,1,Bình thường
22105,1596,1,20.77,0,Ngủ đông
22107,1488,1,12.89,0,Ngủ đông
22108,1808,1,102.0,0,Ngủ đông
22109,1760,1,8.79,0,Ngủ đông
22110,2324,1,95.63,1,Bình thường
22111,1423,1,15.0,0,Ngủ đông
22112,1803,1,125.0,0,Ngủ đông
22113,1489,2,79.24,3,Tiềm năng
22114,1429,2,316.5,3,Tiềm năng
22117,1607,1,74.0,0,Ngủ đông
22118,1592,1,53.94,0,Ngủ đông
22119,2184,1,28.43,1,Bình thường
22120,1787,1,239.95,0,Ngủ đông
22121,1922,1,51.99,1,Bình thường
22122,1578,2,142.5,3,Tiềm năng
22123,1490,3,285.93,2,VIP
22124,1463,1,324.95,0,Ngủ đông
22125,1826,3,129.98,3,Tiềm năng
22127,1429,1,23.99,0,Ngủ đông
22128,1805,1,409.54,2,VIP
22129,1547,2,156.98,3,Tiềm năng
22130,1449,2,179.97,3,Tiềm năng
22131,1761,3,453.5,2,VIP
22132,2148,1,5.99,1,Bình thường
22133,1503,4,205.44,2,VIP
22134,1764,1,185.28,0,Ngủ đông
22136,1519,1,31.81,0,Ngủ đông
22138,1731,1,148.98,0,Ngủ đông
22139,1430,1,264.0,0,Ngủ đông
22140,1672,2,170.0,3,Tiềm năng
22142,1682,1,29.15,0,Ngủ đông
22143,1478,2,59.67,3,Tiềm năng
22144,1444,1,109.48001,0,Ngủ đông
22145,1969,2,93.0,1,Bình thường
22147,1667,1,49.99,0,Ngủ đông
22148,2095,2,91.880005,1,Bình thường
22149,1431,1,10.0,0,Ngủ đông
22150,1547,1,69.95,0,Ngủ đông
22152,2095,1,25.0,1,Bình thường
22153,1742,1,79.99,0,Ngủ đông
22156,1858,2,243.63,3,Tiềm năng
22157,1520,1,208.99,0,Ngủ đông
22158,1999,2,110.46,1,Bình thường
22159,1515,1,54.5,0,Ngủ đông
22160,1944,1,299.95,1,Bình thường
22161,1583,1,23.9,0,Ngủ đông
22162,1510,2,89.99,3,Tiềm năng
22163,1437,2,31.900002,3,Tiềm năng
22165,1470,3,380.5,2,VIP
22166,1902,1,29.99,1,Bình thường
22167,1437,1,55.0,0,Ngủ đông
22170,1428,4,90.39,3,Tiềm năng
22171,1715,4,619.51996,2,VIP
22172,1689,1,19.98,0,Ngủ đông
22173,1500,1,118.770004,0,Ngủ đông
22174,1922,1,69.99,1,Bình thường
22177,1422,1,25.0,0,Ngủ đông
22179,2100,1,46.99,1,Bình thường
22180,1977,1,117.5,1,Bình thường
22183,1456,2,171.64,3,Tiềm năng
22184,1592,2,68.55,3,Tiềm năng
22185,1484,4,485.15997,2,VIP
22186,1530,2,200.04,3,Tiềm năng
22188,2154,2,265.45,1,Bình thường
22189,1890,1,12.99,1,Bình thường
22190,1523,2,38.989998,3,Tiềm năng
22191,1533,2,122.69,3,Tiềm năng
22192,1953,1,44.0,1,Bình thường
22193,1636,2,164.49,3,Tiềm năng
22194,1437,1,69.979996,0,Ngủ đông
22196,1668,1,31.99,0,Ngủ đông
22197,1765,2,64.92,3,Tiềm năng
22198,1428,1,34.99,0,Ngủ đông
22200,1444,1,151.92,0,Ngủ đông
22201,1487,2,125.95,3,Tiềm năng
22202,1523,2,190.95,3,Tiềm năng
22204,2219,1,110.44,1,Bình thường
22205,2021,2,191.99,1,Bình thường
22206,1821,2,166.63,3,Tiềm năng
22208,1616,3,68.96,3,Tiềm năng
22209,1861,1,46.0,1,Bình thường
22210,1476,1,28.0,0,Ngủ đông
22211,1453,3,72.99,3,Tiềm năng
22212,1705,1,59.99,0,Ngủ đông
22213,1462,1,83.97,0,Ngủ đông
22215,1441,2,157.08,3,Tiềm năng
22216,1423,3,459.5,2,VIP
22217,1554,1,16.0,0,Ngủ đông
22218,1450,3,216.62001,3,Tiềm năng
22219,2149,1,13.99,1,Bình thường
22220,1856,1,24.98,1,Bình thường
22222,1661,1,60.03,0,Ngủ đông
22223,1918,1,140.0,1,Bình thường
22226,1813,2,98.93,3,Tiềm năng
22228,1935,2,117.979996,1,Bình thường
22230,1462,2,85.13,3,Tiềm năng
22231,1537,1,9.99,0,Ngủ đông
22233,1826,1,69.99,0,Ngủ đông
22235,1567,1,14.0,0,Ngủ đông
22236,2077,2,234.5,1,Bình thường
22238,1545,1,50.0,0,Ngủ đông
22239,1688,3,192.59,3,Tiềm năng
22241,1450,3,138.99,3,Tiềm năng
22242,1541,1,81.38,0,Ngủ đông
22244,2016,2,148.79,1,Bình thường
22245,1472,2,105.34,3,Tiềm năng
22246,1431,1,161.62,0,Ngủ đông
22247,1790,2,146.82,3,Tiềm năng
22250,1805,1,110.0,0,Ngủ đông
22251,1705,1,25.0,0,Ngủ đông
22252,1483,3,128.98,3,Tiềm năng
22254,2233,1,246.48999,1,Bình thường
22255,1671,1,171.43,0,Ngủ đông
22256,1493,4,318.84998,2,VIP
22257,1509,1,91.240005,0,Ngủ đông
22258,1873,2,30.9,1,Bình thường
22259,1590,2,247.0,3,Tiềm năng
22261,1433,2,201.48,3,Tiềm năng
22262,1870,1,38.84,1,Bình thường
22264,1541,2,107.5,3,Tiềm năng
22265,1536,1,65.0,0,Ngủ đông
22266,2288,1,26.99,1,Bình thường
22268,1486,2,378.33,2,VIP
22270,1998,1,1.95,1,Bình thường
22272,1424,2,116.99,3,Tiềm năng
22273,1646,2,118.99,3,Tiềm năng
22274,1712,3,407.62997,2,VIP
22275,2145,1,147.45,1,Bình thường
22276,1690,1,24.0,0,Ngủ đông
22278,1509,1,109.95,0,Ngủ đông
22279,1434,1,26.0,0,Ngủ đông
22280,1839,2,227.49,3,Tiềm năng
22281,1947,1,89.95,1,Bình thường
22283,1878,1,33.27,1,Bình thường
22285,1434,4,232.47002,2,VIP
22286,1459,1,13.53,0,Ngủ đông
22287,1830,1,22.0,0,Ngủ đông
22288,1465,2,299.96002,3,Tiềm năng
22291,1528,4,451.99,2,VIP
22294,1422,3,76.729996,3,Tiềm năng
22295,1481,4,134.83,3,Tiềm năng
22296,1927,1,24.9,1,Bình thường
22297,1668,1,29.98,0,Ngủ đông
22299,1479,1,78.350006,0,Ngủ đông
22300,1504,1,55.0,0,Ngủ đông
22302,1793,1,80.0,0,Ngủ đông
22303,1897,1,31.99,1,Bình thường
22304,1857,1,359.83,1,Bình thường
22305,1434,3,166.93,3,Tiềm năng
22306,1753,3,205.45,3,Tiềm năng
22308,1975,2,97.0,1,Bình thường
22309,1631,1,97.75,0,Ngủ đông
22310,1983,1,34.99,1,Bình thường
22311,1422,1,68.46,0,Ngủ đông
22312,1593,2,258.8,3,Tiềm năng
22313,1695,1,134.84,0,Ngủ đông
22314,2163,1,24.46,1,Bình thường
22315,1532,1,80.0,0,Ngủ đông
22316,1457,1,24.0,0,Ngủ đông
22317,1432,1,34.26,0,Ngủ đông
22318,1585,1,58.95,0,Ngủ đông
22319,1469,1,48.379997,0,Ngủ đông
22320,1450,2,97.020004,3,Tiềm năng
22321,1428,1,22.0,0,Ngủ đông
22324,1471,1,194.05,0,Ngủ đông
22325,1677,1,89.45,0,Ngủ đông
22327,2159,2,79.5,1,Bình thường
22328,1607,1,59.0,0,Ngủ đông
22329,1466,1,18.0,0,Ngủ đông
22330,1927,1,2.99,1,Bình thường
22332,1417,2,481.44,2,VIP
22333,1976,1,55.0,1,Bình thường
22334,1534,1,39.5,0,Ngủ đông
22335,1715,1,70.0,0,Ngủ đông
22336,2339,1,225.6,1,Bình thường
22337,2102,1,16.0,1,Bình thường
22338,1426,4,381.19995,2,VIP
22339,1442,2,118.939995,3,Tiềm năng
22340,1471,1,97.5,0,Ngủ đông
22341,1513,1,18.0,0,Ngủ đông
22342,2138,1,74.0,1,Bình thường
22344,1849,1,53.989998,1,Bình thường
22345,1693,1,117.99,0,Ngủ đông
22347,1574,1,99.99,0,Ngủ đông
22348,2000,2,157.5,1,Bình thường
22349,1477,2,88.990005,3,Tiềm năng
22351,1713,2,155.04,3,Tiềm năng
22353,1918,3,149.9,3,Tiềm năng
22354,1509,2,139.84,3,Tiềm năng
22355,1432,1,54.0,0,Ngủ đông
22356,1689,1,129.98,0,Ngủ đông
22357,1572,1,191.55,0,Ngủ đông
22358,1603,1,55.0,0,Ngủ đông
22359,1657,1,67.0,0,Ngủ đông
22361,1520,2,244.16,3,Tiềm năng
22362,1963,3,199.63,3,Tiềm năng
22363,1458,1,24.0,0,Ngủ đông
22364,1504,1,19.99,0,Ngủ đông
22365,1485,1,20.85,0,Ngủ đông
22366,1823,2,397.94,2,VIP
22367,1530,1,194.0,0,Ngủ đông
22368,1856,1,70.0,1,Bình thường
22369,1436,1,18.0,0,Ngủ đông
22370,1949,2,378.16,2,VIP
22371,1462,4,125.39,3,Tiềm năng
22372,1726,1,179.98001,0,Ngủ đông
22373,1597,2,81.96,3,Tiềm năng
22374,2481,1,69.2,1,Bình thường
22375,2109,1,45.0,1,Bình thường
22376,1606,2,31.0,3,Tiềm năng
22377,1984,1,13.0,1,Bình thường
22378,1670,2,188.0,3,Tiềm năng
22379,1607,1,36.0,0,Ngủ đông
22380,1686,2,457.35004,2,VIP
22381,2411,1,40.6,1,Bình thường
22382,1434,2,292.19,3,Tiềm năng
22383,1822,1,69.95,0,Ngủ đông
22384,1545,1,21.05,0,Ngủ đông
22385,1934,1,75.95,1,Bình thường
22386,1691,1,42.99,0,Ngủ đông
22391,1462,1,39.940002,0,Ngủ đông
22392,1489,2,168.0,3,Tiềm năng
22393,1495,1,119.0,0,Ngủ đông
22394,1817,2,72.520004,3,Tiềm năng
22395,1691,2,245.20999,3,Tiềm năng
22396,2353,1,188.99,1,Bình thường
22397,1471,2,65.61,3,Tiềm năng
22398,1424,2,204.90001,3,Tiềm năng
22399,1765,2,258.0,3,Tiềm năng
22400,1515,3,200.59,3,Tiềm năng
22405,1473,2,293.54,3,Tiềm năng
22406,1723,2,54.989998,3,Tiềm năng
22408,1571,1,14.41,0,Ngủ đông
22409,1448,2,216.0,3,Tiềm năng
22410,1423,1,186.48,0,Ngủ đông
22413,1537,1,41.25,0,Ngủ đông
22414,1847,1,43.99,1,Bình thường
22415,1854,1,56.940002,1,Bình thường
22416,2131,1,218.99,1,Bình thường
22417,1641,1,34.99,0,Ngủ đông
22418,1439,2,41.97,3,Tiềm năng
22420,1447,2,259.99,3,Tiềm năng
22422,1515,2,289.0,3,Tiềm năng
22423,1433,1,156.6,0,Ngủ đông
22424,1467,2,115.94,3,Tiềm năng
22426,1605,2,415.0,2,VIP
22427,1624,1,23.99,0,Ngủ đông
22430,1521,2,260.53,3,Tiềm năng
22431,1645,2,345.64,2,VIP
22432,1508,2,49.5,3,Tiềm năng
22433,2011,1,69.0,1,Bình thường
22434,1450,4,379.37997,2,VIP
22435,1870,1,42.89,1,Bình thường
22440,1801,1,39.5,0,Ngủ đông
22441,1916,2,75.69,1,Bình thường
22442,1450,3,246.22,3,Tiềm năng
22443,1616,1,148.26999,0,Ngủ đông
22444,1874,1,99.0,1,Bình thường
22445,1456,1,17.99,0,Ngủ đông
22446,1936,2,193.62,3,Tiềm năng
22449,1537,2,100.0,3,Tiềm năng
22450,1622,1,1012.0,2,VIP
22452,1967,1,31.95,1,Bình thường
22455,1842,2,47.17,3,Tiềm năng
22456,1652,4,252.43,2,VIP
22457,1543,2,139.98999,3,Tiềm năng
22459,2044,1,27.2,1,Bình thường
22460,1510,1,115.0,0,Ngủ đông
22461,1589,1,25.0,0,Ngủ đông
22462,1459,1,14.47,0,Ngủ đông
22464,1449,1,12.99,0,Ngủ đông
22465,2040,1,21.0,1,Bình thường
22466,1500,1,26.75,0,Ngủ đông
22467,1714,1,38.84,0,Ngủ đông
22468,1656,1,15.95,0,Ngủ đông
22469,1778,2,59.0,3,Tiềm năng
22470,1528,1,25.0,0,Ngủ đông
22471,1589,2,84.990005,3,Tiềm năng
22472,1918,1,51.07,1,Bình thường
22474,1803,1,50.0,0,Ngủ đông
22476,1683,3,214.38,3,Tiềm năng
22477,2189,1,72.0,1,Bình thường
22478,1762,1,446.97998,2,VIP
22479,1418,4,293.55,2,VIP
22480,1890,1,115.95,1,Bình thường
22481,2376,1,7.52,1,Bình thường
22483,1636,1,178.34,0,Ngủ đông
22484,1442,4,359.94,2,VIP
22485,1468,4,293.90997,2,VIP
22487,1903,2,953.71,2,VIP
22488,1820,1,12.5,0,Ngủ đông
22489,1630,1,247.97,0,Ngủ đông
22490,1460,1,25.0,0,Ngủ đông
22491,1422,1,89.93,0,Ngủ đông
22492,1638,1,25.0,0,Ngủ đông
22493,1591,1,37.39,0,Ngủ đông
22494,1441,2,153.47,3,Tiềm năng
22495,1854,1,185.93999,1,Bình thường
22497,1985,2,106.49,1,Bình thường
22498,1603,1,267.0,0,Ngủ đông
22501,1474,1,285.0,0,Ngủ đông
22503,1519,1,201.95,0,Ngủ đông
22504,1578,1,10.98,0,Ngủ đông
22505,1545,2,1092.8201,2,VIP
22507,1593,1,27.99,0,Ngủ đông
22508,1423,2,105.45,3,Tiềm năng
22509,1445,2,272.0,3,Tiềm năng
22512,1883,1,45.0,1,Bình thường
22513,2198,1,355.99,1,Bình thường
22514,1584,2,72.979996,3,Tiềm năng
22515,1530,1,72.0,0,Ngủ đông
22517,1681,4,213.38,2,VIP
22518,1659,1,62.690002,0,Ngủ đông
22519,1973,2,35.989998,1,Bình thường
22521,1420,1,129.99,0,Ngủ đông
22522,1583,1,49.5,0,Ngủ đông
22524,1550,4,401.36,2,VIP
22525,1775,2,166.45,3,Tiềm năng
22527,1667,2,274.80002,3,Tiềm năng
22529,1809,1,148.4,0,Ngủ đông
22531,1520,1,398.0,0,Ngủ đông
22532,1525,2,154.95,3,Tiềm năng
22533,1511,1,15.75,0,Ngủ đông
22537,2083,1,22.54,1,Bình thường
22538,1739,1,112.49,0,Ngủ đông
22539,1689,1,178.98,0,Ngủ đông
22541,1537,3,201.97002,3,Tiềm năng
22542,2213,1,49.88,1,Bình thường
22543,1700,4,108.34,3,Tiềm năng
22544,1439,1,51.75,0,Ngủ đông
22545,1671,1,67.95,0,Ngủ đông
22546,1745,3,147.87,3,Tiềm năng
22548,1448,1,9.9,0,Ngủ đông
22551,1922,1,99.0,1,Bình thường
22552,2348,3,242.09001,1,Bình thường
22554,1475,2,94.490005,3,Tiềm năng
22555,1788,1,290.0,0,Ngủ đông
22557,1996,1,48.93,1,Bình thường
22558,2052,1,46.31,1,Bình thường
22559,1637,2,69.99,3,Tiềm năng
22560,1480,1,33.0,0,Ngủ đông
22561,1692,1,330.0,0,Ngủ đông
22562,1622,1,264.26,0,Ngủ đông
22563,2403,1,343.7,1,Bình thường
22564,1423,2,187.17,3,Tiềm năng
22566,1687,1,50.0,0,Ngủ đông
22567,2266,1,22.99,1,Bình thường
22568,1469,3,172.39,3,Tiềm năng
22569,2045,1,49.99,1,Bình thường
22570,1540,2,332.99,2,VIP
22571,2459,1,89.99,1,Bình thường
22573,1461,3,259.13,2,VIP
22575,1978,1,27.95,1,Bình thường
22576,1478,2,92.4,3,Tiềm năng
22577,1764,2,121.51,3,Tiềm năng
22579,1433,3,324.99,2,VIP
22580,1792,1,387.99,0,Ngủ đông
22581,1712,1,78.97,0,Ngủ đông
22582,1515,1,24.5,0,Ngủ đông
22583,1568,1,16.45,0,Ngủ đông
22584,1712,1,45.0,0,Ngủ đông
22585,1450,1,54.95,0,Ngủ đông
22586,2197,1,36.0,1,Bình thường
22587,1614,3,122.99,3,Tiềm năng
22588,1666,1,121.439995,0,Ngủ đông
22591,1605,1,157.98999,0,Ngủ đông
22592,1444,1,137.6,0,Ngủ đông
22593,1421,1,20.01,0,Ngủ đông
22594,2423,1,25.0,1,Bình thường
22595,1751,1,64.0,0,Ngủ đông
22597,1514,2,67.95,3,Tiềm năng
22598,1504,1,59.5,0,Ngủ đông
22601,2117,1,34.95,1,Bình thường
22603,1788,1,102.96001,0,Ngủ đông
22604,1453,1,67.0,0,Ngủ đông
22605,1424,3,263.0,2,VIP
22606,1482,2,131.3,3,Tiềm năng
22607,1520,1,250.0,0,Ngủ đông
22608,1480,3,375.0,2,VIP
22609,1436,2,140.5,3,Tiềm năng
22610,1448,2,372.99,2,VIP
22611,1709,2,178.99,3,Tiềm năng
22612,1467,2,260.99,3,Tiềm năng
22613,1754,1,72.58,0,Ngủ đông
22617,1904,1,40.0,1,Bình thường
22620,1648,2,493.84,2,VIP
22623,1866,1,25.0,1,Bình thường
22625,1612,1,55.99,0,Ngủ đông
22626,1695,1,33.27,0,Ngủ đông
22627,1681,2,57.45,3,Tiềm năng
22628,1599,1,149.49,0,Ngủ đông
22629,2070,1,19.99,1,Bình thường
22630,1484,1,40.0,0,Ngủ đông
22632,2354,1,52.59,1,Bình thường
22633,1517,1,343.69,0,Ngủ đông
22635,1601,1,432.2,2,VIP
22636,1451,1,148.98,0,Ngủ đông
22637,1911,1,22.0,1,Bình thường
22639,1434,1,131.12,0,Ngủ đông
22640,1434,1,58.6,0,Ngủ đông
22641,2026,1,195.96,1,Bình thường
22642,1806,1,30.0,0,Ngủ đông
22643,1948,1,39.99,1,Bình thường
22644,1557,1,76.0,0,Ngủ đông
22645,1807,1,55.980003,0,Ngủ đông
22647,1906,1,14.0,1,Bình thường
22648,1491,3,331.35,2,VIP
22649,1424,2,151.48001,3,Tiềm năng
22651,1721,1,38.99,0,Ngủ đông
22653,2081,1,55.94,1,Bình thường
22654,1451,1,36.0,0,Ngủ đông
22656,1667,1,269.5,0,Ngủ đông
22658,1744,1,10.0,0,Ngủ đông
22659,2046,1,92.0,1,Bình thường
22663,1733,1,94.2,0,Ngủ đông
22665,1422,1,21.95,0,Ngủ đông
22666,1887,2,107.97,3,Tiềm năng
22667,1620,2,276.24,3,Tiềm năng
22668,1606,1,59.95,0,Ngủ đông
22669,2089,2,82.479996,1,Bình thường
22671,1706,2,85.49,3,Tiềm năng
22672,1777,1,178.94,0,Ngủ đông
22673,1442,2,386.97998,2,VIP
22674,2074,1,262.95,1,Bình thường
22676,1767,1,65.0,0,Ngủ đông
22677,1481,3,371.54,2,VIP
22678,1604,1,34.99,0,Ngủ đông
22679,1682,1,54.0,0,Ngủ đông
22680,1435,1,27.97,0,Ngủ đông
22681,1615,1,99.99,0,Ngủ đông
22682,1456,1,39.0,0,Ngủ đông
22685,1652,1,87.630005,0,Ngủ đông
22687,1436,1,43.99,0,Ngủ đông
22688,1763,1,159.95,0,Ngủ đông
22689,1472,1,39.99,0,Ngủ đông
22690,1487,1,13.5,0,Ngủ đông
22691,2078,1,15.94,1,Bình thường
22694,1521,1,55.0,0,Ngủ đông
22695,1975,1,12.99,1,Bình thường
22698,1895,2,175.08,3,Tiềm năng
22699,2031,1,117.6,1,Bình thường
22702,1603,4,401.85,2,VIP
22704,2051,2,254.0,1,Bình thường
22705,1433,1,59.99,0,Ngủ đông
22706,1811,1,53.0,0,Ngủ đông
22707,1922,4,180.44,2,VIP
22708,1846,1,27.7,1,Bình thường
22709,2354,1,149.0,1,Bình thường
22714,1761,1,29.99,0,Ngủ đông
22716,1516,1,78.0,0,Ngủ đông
22717,1427,1,79.0,0,Ngủ đông
22719,1480,1,110.0,0,Ngủ đông
22721,1527,2,141.17,3,Tiềm năng
22723,1587,1,53.0,0,Ngủ đông
22725,1421,1,22.99,0,Ngủ đông
22726,1479,2,294.88,3,Tiềm năng
22727,2388,1,18.0,1,Bình thường
22728,1843,1,42.5,1,Bình thường
22731,1712,3,248.74,3,Tiềm năng
22732,1616,2,98.54,3,Tiềm năng
22733,2287,2,93.99,1,Bình thường
22734,1468,1,159.0,0,Ngủ đông
22737,1913,1,14.0,1,Bình thường
22740,1773,1,12.0,0,Ngủ đông
22741,1927,1,99.99,1,Bình thường
22742,1447,1,57.99,0,Ngủ đông
22743,1430,1,148.98001,0,Ngủ đông
22744,2472,1,29.99,1,Bình thường
22746,2312,2,259.94,1,Bình thường
22747,1788,1,64.98,0,Ngủ đông
22748,1659,2,206.76,3,Tiềm năng
22750,1994,1,64.93,1,Bình thường
22751,1602,1,39.98,0,Ngủ đông
22752,1474,2,62.0,3,Tiềm năng
22753,2420,1,56.82,1,Bình thường
22755,1627,2,191.99,3,Tiềm năng
22756,1568,1,42.44,0,Ngủ đông
22759,2075,1,62.0,1,Bình thường
22761,1519,4,388.43,2,VIP
22762,1521,1,35.0,0,Ngủ đông
22763,1436,1,288.0,0,Ngủ đông
22764,1969,2,300.47,3,Tiềm năng
22765,1466,1,25.0,0,Ngủ đông
22766,1666,4,297.9,2,VIP
22767,1622,1,20.99,0,Ngủ đông
22771,1723,4,293.16998,2,VIP
22772,1439,1,13.79,0,Ngủ đông
22775,1512,1,25.0,0,Ngủ đông
22776,1440,1,210.54,0,Ngủ đông
22777,1881,1,18.25,1,Bình thường
22778,1423,1,59.5,0,Ngủ đông
22779,2520,1,56.940002,1,Bình thường
22781,1739,1,13.27,0,Ngủ đông
22782,1754,3,253.95,2,VIP
22784,1426,1,176.02,0,Ngủ đông
22786,1676,1,17.05,0,Ngủ đông
22788,1574,3,179.29001,3,Tiềm năng
22789,1457,1,45.0,0,Ngủ đông
22791,2037,1,131.94,1,Bình thường
22792,1850,1,89.0,1,Bình thường
22793,1567,1,65.0,0,Ngủ đông
22794,1426,1,12.93,0,Ngủ đông
22795,1661,2,91.34,3,Tiềm năng
22796,1433,2,627.86,2,VIP
22798,1482,1,11.95,0,Ngủ đông
22799,2426,1,12.2,1,Bình thường
22800,1587,2,99.94,3,Tiềm năng
22801,1890,1,31.41,1,Bình thường
22803,1683,1,119.99,0,Ngủ đông
22804,1459,3,116.99,3,Tiềm năng
22805,1483,1,79.990005,0,Ngủ đông
22806,1605,1,7.99,0,Ngủ đông
22809,1771,1,118.0,0,Ngủ đông
22810,1464,1,158.45,0,Ngủ đông
22811,1857,2,142.95999,3,Tiềm năng
22813,2110,1,150.0,1,Bình thường
22814,1656,1,138.95,0,Ngủ đông
22815,1776,1,95.79,0,Ngủ đông
22816,1617,3,240.09001,3,Tiềm năng
22817,1673,1,113.98,0,Ngủ đông
22818,2197,1,118.0,1,Bình thường
22819,1670,1,36.4,0,Ngủ đông
22821,1560,1,27.96,0,Ngủ đông
22822,1601,3,247.94,3,Tiềm năng
22823,2082,1,129.0,1,Bình thường
22825,1518,2,248.0,3,Tiềm năng
22828,1828,1,109.990005,0,Ngủ đông
22829,1446,2,96.240005,3,Tiềm năng
22830,1892,1,112.5,1,Bình thường
22831,2107,1,78.0,1,Bình thường
22832,1788,1,144.97,0,Ngủ đông
22833,2053,1,45.02,1,Bình thường
22834,1885,1,34.95,1,Bình thường
22835,1930,1,187.7,1,Bình thường
22836,2088,1,25.0,1,Bình thường
22837,1758,2,142.0,3,Tiềm năng
22838,1469,4,567.11,2,VIP
22840,2103,1,11.0,1,Bình thường
22841,1435,4,615.3,2,VIP
22842,1453,1,199.0,0,Ngủ đông
22843,1423,1,113.96001,0,Ngủ đông
22844,1861,1,443.0,2,VIP
22845,1669,1,50.0,0,Ngủ đông
22849,1749,1,49.99,0,Ngủ đông
22850,1966,1,39.6,1,Bình thường
22851,1873,1,16.0,1,Bình thường
22852,1445,2,169.0,3,Tiềm năng
22853,1490,1,109.49,0,Ngủ đông
22855,2033,3,128.94,3,Tiềm năng
22856,2093,2,394.39,2,VIP
22857,1425,1,114.99,0,Ngủ đông
22859,1534,2,173.45,3,Tiềm năng
22860,1480,1,12.0,0,Ngủ đông
22861,1474,2,66.99,3,Tiềm năng
22862,1457,3,79.75,3,Tiềm năng
22863,1419,3,246.91,3,Tiềm năng
22864,1566,3,228.5,3,Tiềm năng
22865,1574,1,32.0,0,Ngủ đông
22866,1916,2,186.94,3,Tiềm năng
22867,1977,1,195.98,1,Bình thường
22868,1532,1,186.40001,0,Ngủ đông
22870,1468,2,234.18,3,Tiềm năng
22871,1423,1,20.0,0,Ngủ đông
22874,2010,1,54.5,1,Bình thường
22875,1434,1,64.95,0,Ngủ đông
22876,1704,2,132.73001,3,Tiềm năng
22877,1595,1,64.95,0,Ngủ đông
22879,1713,1,144.83,0,Ngủ đông
22881,1434,1,40.11,0,Ngủ đông
22882,1756,1,50.95,0,Ngủ đông
22883,2328,1,29.95,1,Bình thường
22884,1887,1,245.04,1,Bình thường
22885,1737,1,60.0,0,Ngủ đông
22887,1815,1,85.0,0,Ngủ đông
22890,2134,1,31.98,1,Bình thường
22892,1422,1,14.98,0,Ngủ đông
22893,2403,1,126.95,1,Bình thường
22894,1595,1,53.29,0,Ngủ đông
22896,2023,1,32.4,1,Bình thường
22897,1664,1,32.0,0,Ngủ đông
22901,1584,1,269.35,0,Ngủ đông
22904,1778,2,145.31,3,Tiềm năng
22905,1509,1,23.0,0,Ngủ đông
22908,1965,1,54.66,1,Bình thường
22909,1556,1,21.99,0,Ngủ đông
22910,1648,3,258.33002,2,VIP
22911,2111,2,192.0,1,Bình thường
22912,1424,1,55.0,0,Ngủ đông
22913,1423,1,79.99,0,Ngủ đông
22914,1430,1,58.33,0,Ngủ đông
22918,1939,1,162.0,1,Bình thường
22921,2394,1,88.0,1,Bình thường
22922,1758,1,9.54,0,Ngủ đông
22923,2236,1,97.61,1,Bình thường
22925,1638,1,261.91998,0,Ngủ đông
22927,1443,1,35.99,0,Ngủ đông
22929,2566,1,378.0,1,Bình thường
22930,1703,1,82.3,0,Ngủ đông
22932,1598,1,29.95,0,Ngủ đông
22933,1984,1,102.95,1,Bình thường
22936,1627,1,69.0,0,Ngủ đông
22937,1502,2,109.99,3,Tiềm năng
22938,1547,2,134.9,3,Tiềm năng
22939,1654,2,81.45,3,Tiềm năng
22940,1457,4,458.94,2,VIP
22942,1457,1,25.6,0,Ngủ đông
22944,1424,2,202.22,3,Tiềm năng
22946,1428,1,144.0,0,Ngủ đông
22947,1455,1,18.5,0,Ngủ đông
22948,2056,1,54.989998,1,Bình thường
22949,2310,1,40.95,1,Bình thường
22950,1445,1,120.16,0,Ngủ đông
22951,1571,1,15.0,0,Ngủ đông
22955,1652,3,212.06,3,Tiềm năng
22956,1711,2,82.5,3,Tiềm năng
22957,2052,2,222.48999,1,Bình thường
