user_id,cluster,segment,is_vip
19478,3,Vang Lai,0
19479,3,Vang Lai,0
19481,1,VIP,1
19482,1,VIP,1
19483,3,Vang Lai,0
19484,2,Tiem Nang,0
19485,3,Vang Lai,0
19487,0,Ngu Dong,0
19488,3,Vang Lai,0
19489,3,Vang Lai,0
19490,0,Ngu Dong,0
19492,0,Ngu Dong,0
19493,2,Tiem Nang,0
19494,3,Vang Lai,0
19495,1,VIP,1
19496,1,VIP,1
19497,0,Ngu Dong,0
19498,3,Vang Lai,0
19499,3,Vang Lai,0
19501,3,Vang Lai,0
19503,2,Tiem Nang,0
19504,1,VIP,1
19505,1,VIP,1
19506,3,Vang Lai,0
19507,1,VIP,1
19508,1,VIP,1
19511,0,Ngu Dong,0
19512,3,Vang Lai,0
19513,3,Vang Lai,0
19514,0,Ngu Dong,0
19515,0,Ngu Dong,0
19517,3,Vang Lai,0
19518,0,Ngu Dong,0
19519,0,Ngu Dong,0
19520,1,VIP,1
19521,0,Ngu Dong,0
19522,3,Vang Lai,0
19523,3,Vang Lai,0
19524,3,Vang Lai,0
19526,3,Vang Lai,0
19527,3,Vang Lai,0
19528,3,Vang Lai,0
19529,3,Vang Lai,0
19530,3,Vang Lai,0
19531,2,Tiem Nang,0
19532,0,Ngu Dong,0
19533,3,Vang Lai,0
19534,0,Ngu Dong,0
19536,2,Tiem Nang,0
19537,1,VIP,1
19538,3,Vang Lai,0
19543,0,Ngu Dong,0
19544,3,Vang Lai,0
19545,3,Vang Lai,0
19547,3,Vang Lai,0
19548,3,Vang Lai,0
19549,3,Vang Lai,0
19550,3,Vang Lai,0
19551,1,VIP,1
19552,1,VIP,1
19553,3,Vang Lai,0
19554,0,Ngu Dong,0
19555,2,Tiem Nang,0
19556,3,Vang Lai,0
19557,3,Vang Lai,0
19560,0,Ngu Dong,0
19561,2,Tiem Nang,0
19562,0,Ngu Dong,0
19565,3,Vang Lai,0
19566,3,Vang Lai,0
19567,0,Ngu Dong,0
19568,3,Vang Lai,0
19570,3,Vang Lai,0
19573,3,Vang Lai,0
19574,0,Ngu Dong,0
19575,3,Vang Lai,0
19576,1,VIP,1
19577,0,Ngu Dong,0
19578,3,Vang Lai,0
19580,2,Tiem Nang,0
19581,2,Tiem Nang,0
19583,3,Vang Lai,0
19584,1,VIP,1
19585,0,Ngu Dong,0
19586,1,VIP,1
19587,2,Tiem Nang,0
19588,0,Ngu Dong,0
19589,3,Vang Lai,0
19590,0,Ngu Dong,0
19591,1,VIP,1
19592,3,Vang Lai,0
19593,3,Vang Lai,0
19594,2,Tiem Nang,0
19595,1,VIP,1
19596,3,Vang Lai,0
19597,2,Tiem Nang,0
19598,0,Ngu Dong,0
19599,0,Ngu Dong,0
19602,3,Vang Lai,0
19603,2,Tiem Nang,0
19604,3,Vang Lai,0
19605,3,Vang Lai,0
19606,3,Vang Lai,0
19607,1,VIP,1
19608,3,Vang Lai,0
19609,0,Ngu Dong,0
19611,3,Vang Lai,0
19613,0,Ngu Dong,0
19614,3,Vang Lai,0
19615,3,Vang Lai,0
19616,3,Vang Lai,0
19617,3,Vang Lai,0
19618,0,Ngu Dong,0
19619,1,VIP,1
19620,3,Vang Lai,0
19621,3,Vang Lai,0
19623,2,Tiem Nang,0
19624,3,Vang Lai,0
19626,3,Vang Lai,0
19628,1,VIP,1
19630,0,Ngu Dong,0
19631,3,Vang Lai,0
19633,2,Tiem Nang,0
19634,0,Ngu Dong,0
19635,0,Ngu Dong,0
19636,1,VIP,1
19637,3,Vang Lai,0
19638,1,VIP,1
19640,1,VIP,1
19644,0,Ngu Dong,0
19646,3,Vang Lai,0
19648,3,Vang Lai,0
19649,1,VIP,1
19650,3,Vang Lai,0
19651,1,VIP,1
19652,1,VIP,1
19653,3,Vang Lai,0
19655,3,Vang Lai,0
19658,3,Vang Lai,0
19659,0,Ngu Dong,0
19660,1,VIP,1
19661,3,Vang Lai,0
19662,3,Vang Lai,0
19663,1,VIP,1
19666,0,Ngu Dong,0
19668,3,Vang Lai,0
19669,1,VIP,1
19670,3,Vang Lai,0
19671,0,Ngu Dong,0
19672,3,Vang Lai,0
19673,0,Ngu Dong,0
19674,3,Vang Lai,0
19675,1,VIP,1
19676,3,Vang Lai,0
19677,0,Ngu Dong,0
19678,0,Ngu Dong,0
19679,3,Vang Lai,0
19680,3,Vang Lai,0
19682,1,VIP,1
19683,3,Vang Lai,0
19685,0,Ngu Dong,0
19686,1,VIP,1
19687,3,Vang Lai,0
19689,0,Ngu Dong,0
19691,0,Ngu Dong,0
19692,3,Vang Lai,0
19693,3,Vang Lai,0
19694,3,Vang Lai,0
19695,3,Vang Lai,0
19698,2,Tiem Nang,0
19700,2,Tiem Nang,0
19702,1,VIP,1
19703,3,Vang Lai,0
19706,3,Vang Lai,0
19708,1,VIP,1
19709,0,Ngu Dong,0
19711,0,Ngu Dong,0
19712,0,Ngu Dong,0
19713,3,Vang Lai,0
19714,3,Vang Lai,0
19715,3,Vang Lai,0
19716,3,Vang Lai,0
19717,3,Vang Lai,0
19720,0,Ngu Dong,0
19722,3,Vang Lai,0
19724,3,Vang Lai,0
19726,2,Tiem Nang,0
19728,0,Ngu Dong,0
19729,3,Vang Lai,0
19730,3,Vang Lai,0
19731,2,Tiem Nang,0
19732,3,Vang Lai,0
19734,0,Ngu Dong,0
19735,1,VIP,1
19736,0,Ngu Dong,0
19737,3,Vang Lai,0
19738,1,VIP,1
19740,0,Ngu Dong,0
19741,3,Vang Lai,0
19742,0,Ngu Dong,0
19744,3,Vang Lai,0
19747,3,Vang Lai,0
19748,0,Ngu Dong,0
19750,1,VIP,1
19751,2,Tiem Nang,0
19753,3,Vang Lai,0
19757,0,Ngu Dong,0
19758,3,Vang Lai,0
19760,0,Ngu Dong,0
19761,3,Vang Lai,0
19762,0,Ngu Dong,0
19763,3,Vang Lai,0
19765,3,Vang Lai,0
19766,3,Vang Lai,0
19767,0,Ngu Dong,0
19768,3,Vang Lai,0
19770,3,Vang Lai,0
19771,0,Ngu Dong,0
19772,3,Vang Lai,0
19773,3,Vang Lai,0
19775,3,Vang Lai,0
19777,1,VIP,1
19778,3,Vang Lai,0
19779,3,Vang Lai,0
19780,0,Ngu Dong,0
19781,1,VIP,1
19782,3,Vang Lai,0
19783,3,Vang Lai,0
19784,3,Vang Lai,0
19785,3,Vang Lai,0
19786,3,Vang Lai,0
19787,3,Vang Lai,0
19789,3,Vang Lai,0
19790,3,Vang Lai,0
19792,3,Vang Lai,0
19795,0,Ngu Dong,0
19796,3,Vang Lai,0
19798,3,Vang Lai,0
19799,1,VIP,1
19802,0,Ngu Dong,0
19804,3,Vang Lai,0
19805,3,Vang Lai,0
19806,3,Vang Lai,0
19808,2,Tiem Nang,0
19810,3,Vang Lai,0
19811,3,Vang Lai,0
19812,0,Ngu Dong,0
19813,3,Vang Lai,0
19814,3,Vang Lai,0
19815,0,Ngu Dong,0
19816,3,Vang Lai,0
19817,0,Ngu Dong,0
19818,0,Ngu Dong,0
19821,1,VIP,1
19822,3,Vang Lai,0
19823,3,Vang Lai,0
19825,0,Ngu Dong,0
19826,3,Vang Lai,0
19828,3,Vang Lai,0
19829,0,Ngu Dong,0
19830,2,Tiem Nang,0
19833,3,Vang Lai,0
19834,1,VIP,1
19837,3,Vang Lai,0
19838,0,Ngu Dong,0
19839,3,Vang Lai,0
19843,3,Vang Lai,0
19844,0,Ngu Dong,0
19845,1,VIP,1
19846,3,Vang Lai,0
19847,3,Vang Lai,0
19848,3,Vang Lai,0
19850,3,Vang Lai,0
19851,0,Ngu Dong,0
19852,1,VIP,1
19854,0,Ngu Dong,0
19856,3,Vang Lai,0
19857,0,Ngu Dong,0
19858,1,VIP,1
19859,0,Ngu Dong,0
19860,3,Vang Lai,0
19861,3,Vang Lai,0
19863,1,VIP,1
19864,3,Vang Lai,0
19865,3,Vang Lai,0
19866,0,Ngu Dong,0
19867,3,Vang Lai,0
19868,0,Ngu Dong,0
19869,3,Vang Lai,0
19870,3,Vang Lai,0
19871,0,Ngu Dong,0
19873,3,Vang Lai,0
19874,1,VIP,1
19875,0,Ngu Dong,0
19876,1,VIP,1
19877,0,Ngu Dong,0
19878,3,Vang Lai,0
19879,1,VIP,1
19880,1,VIP,1
19881,2,Tiem Nang,0
19882,0,Ngu Dong,0
19883,0,Ngu Dong,0
19884,3,Vang Lai,0
19885,0,Ngu Dong,0
19887,3,Vang Lai,0
19889,0,Ngu Dong,0
19891,2,Tiem Nang,0
19892,3,Vang Lai,0
19893,3,Vang Lai,0
19895,3,Vang Lai,0
19896,1,VIP,1
19897,3,Vang Lai,0
19898,2,Tiem Nang,0
19901,3,Vang Lai,0
19903,1,VIP,1
19904,1,VIP,1
19906,0,Ngu Dong,0
19907,3,Vang Lai,0
19908,2,Tiem Nang,0
19909,0,Ngu Dong,0
19910,3,Vang Lai,0
19912,1,VIP,1
19913,1,VIP,1
19915,3,Vang Lai,0
19917,3,Vang Lai,0
19922,0,Ngu Dong,0
19924,3,Vang Lai,0
19926,3,Vang Lai,0
19927,0,Ngu Dong,0
19928,0,Ngu Dong,0
19930,1,VIP,1
19932,0,Ngu Dong,0
19935,3,Vang Lai,0
19937,3,Vang Lai,0
19938,3,Vang Lai,0
19939,1,VIP,1
19940,3,Vang Lai,0
19942,3,Vang Lai,0
19943,3,Vang Lai,0
19944,3,Vang Lai,0
19945,3,Vang Lai,0
19946,0,Ngu Dong,0
19947,3,Vang Lai,0
19949,3,Vang Lai,0
19950,3,Vang Lai,0
19952,0,Ngu Dong,0
19953,0,Ngu Dong,0
19954,3,Vang Lai,0
19956,1,VIP,1
19958,3,Vang Lai,0
19960,3,Vang Lai,0
19961,3,Vang Lai,0
19962,3,Vang Lai,0
19964,0,Ngu Dong,0
19967,1,VIP,1
19969,2,Tiem Nang,0
19972,3,Vang Lai,0
19973,2,Tiem Nang,0
19974,1,VIP,1
19975,3,Vang Lai,0
19976,1,VIP,1
19978,3,Vang Lai,0
19979,1,VIP,1
19986,3,Vang Lai,0
19987,1,VIP,1
19989,0,Ngu Dong,0
19990,3,Vang Lai,0
19991,3,Vang Lai,0
19992,2,Tiem Nang,0
19993,0,Ngu Dong,0
19994,0,Ngu Dong,0
19995,1,VIP,1
19996,2,Tiem Nang,0
19997,3,Vang Lai,0
19998,0,Ngu Dong,0
19999,0,Ngu Dong,0
20000,1,VIP,1
20003,0,Ngu Dong,0
20004,3,Vang Lai,0
20005,3,Vang Lai,0
20006,0,Ngu Dong,0
20007,3,Vang Lai,0
20008,3,Vang Lai,0
20009,3,Vang Lai,0
20010,3,Vang Lai,0
20011,3,Vang Lai,0
20012,3,Vang Lai,0
20013,3,Vang Lai,0
20014,2,Tiem Nang,0
20015,1,VIP,1
20016,0,Ngu Dong,0
20017,1,VIP,1
20018,3,Vang Lai,0
20019,3,Vang Lai,0
20021,1,VIP,1
20023,2,Tiem Nang,0
20024,3,Vang Lai,0
20025,0,Ngu Dong,0
20028,3,Vang Lai,0
20029,1,VIP,1
20032,3,Vang Lai,0
20034,3,Vang Lai,0
20035,3,Vang Lai,0
20036,1,VIP,1
20037,0,Ngu Dong,0
20038,3,Vang Lai,0
20040,0,Ngu Dong,0
20043,0,Ngu Dong,0
20044,3,Vang Lai,0
20045,1,VIP,1
20046,0,Ngu Dong,0
20047,2,Tiem Nang,0
20048,0,Ngu Dong,0
20049,3,Vang Lai,0
20051,0,Ngu Dong,0
20054,0,Ngu Dong,0
20055,0,Ngu Dong,0
20057,3,Vang Lai,0
20058,1,VIP,1
20059,1,VIP,1
20060,0,Ngu Dong,0
20061,3,Vang Lai,0
20062,3,Vang Lai,0
20063,0,Ngu Dong,0
20064,1,VIP,1
20065,3,Vang Lai,0
20068,3,Vang Lai,0
20069,1,VIP,1
20071,3,Vang Lai,0
20073,2,Tiem Nang,0
20074,3,Vang Lai,0
20076,3,Vang Lai,0
20078,3,Vang Lai,0
20079,3,Vang Lai,0
20080,3,Vang Lai,0
20081,1,VIP,1
20084,3,Vang Lai,0
20085,3,Vang Lai,0
20087,0,Ngu Dong,0
20088,0,Ngu Dong,0
20089,3,Vang Lai,0
20090,0,Ngu Dong,0
20091,1,VIP,1
20092,3,Vang Lai,0
20093,2,Tiem Nang,0
20094,2,Tiem Nang,0
20095,1,VIP,1
20096,0,Ngu Dong,0
20099,0,Ngu Dong,0
20104,3,Vang Lai,0
20105,3,Vang Lai,0
20106,3,Vang Lai,0
20107,3,Vang Lai,0
20109,0,Ngu Dong,0
20111,3,Vang Lai,0
20114,3,Vang Lai,0
20115,3,Vang Lai,0
20116,3,Vang Lai,0
20117,3,Vang Lai,0
20118,3,Vang Lai,0
20120,0,Ngu Dong,0
20121,2,Tiem Nang,0
20122,3,Vang Lai,0
20123,3,Vang Lai,0
20125,2,Tiem Nang,0
20126,2,Tiem Nang,0
20127,3,Vang Lai,0
20129,0,Ngu Dong,0
20130,0,Ngu Dong,0
20132,3,Vang Lai,0
20133,0,Ngu Dong,0
20136,0,Ngu Dong,0
20137,1,VIP,1
20138,0,Ngu Dong,0
20140,3,Vang Lai,0
20142,0,Ngu Dong,0
20143,1,VIP,1
20144,3,Vang Lai,0
20145,3,Vang Lai,0
20147,3,Vang Lai,0
20148,3,Vang Lai,0
20149,0,Ngu Dong,0
20150,1,VIP,1
20151,0,Ngu Dong,0
20152,0,Ngu Dong,0
20155,0,Ngu Dong,0
20156,3,Vang Lai,0
20157,0,Ngu Dong,0
20158,3,Vang Lai,0
20159,3,Vang Lai,0
20161,2,Tiem Nang,0
20163,0,Ngu Dong,0
20164,0,Ngu Dong,0
20166,3,Vang Lai,0
20169,3,Vang Lai,0
20171,3,Vang Lai,0
20174,0,Ngu Dong,0
20175,3,Vang Lai,0
20177,0,Ngu Dong,0
20178,3,Vang Lai,0
20179,3,Vang Lai,0
20180,3,Vang Lai,0
20181,0,Ngu Dong,0
20183,3,Vang Lai,0
20186,3,Vang Lai,0
20187,3,Vang Lai,0
20188,1,VIP,1
20191,3,Vang Lai,0
20192,0,Ngu Dong,0
20193,3,Vang Lai,0
20194,3,Vang Lai,0
20195,1,VIP,1
20196,1,VIP,1
20198,1,VIP,1
20199,3,Vang Lai,0
20200,2,Tiem Nang,0
20201,0,Ngu Dong,0
20202,3,Vang Lai,0
20203,3,Vang Lai,0
20204,0,Ngu Dong,0
20208,0,Ngu Dong,0
20209,1,VIP,1
20210,3,Vang Lai,0
20211,3,Vang Lai,0
20212,0,Ngu Dong,0
20213,3,Vang Lai,0
20214,0,Ngu Dong,0
20215,2,Tiem Nang,0
20216,0,Ngu Dong,0
20217,1,VIP,1
20218,3,Vang Lai,0
20221,0,Ngu Dong,0
20225,0,Ngu Dong,0
20227,1,VIP,1
20230,3,Vang Lai,0
20231,0,Ngu Dong,0
20232,3,Vang Lai,0
20233,3,Vang Lai,0
20234,3,Vang Lai,0
20235,1,VIP,1
20239,2,Tiem Nang,0
20240,0,Ngu Dong,0
20241,3,Vang Lai,0
20242,0,Ngu Dong,0
20243,3,Vang Lai,0
20244,1,VIP,1
20245,3,Vang Lai,0
20246,0,Ngu Dong,0
20247,3,Vang Lai,0
20249,3,Vang Lai,0
20250,3,Vang Lai,0
20251,0,Ngu Dong,0
20253,3,Vang Lai,0
20254,3,Vang Lai,0
20255,3,Vang Lai,0
20256,3,Vang Lai,0
20258,0,Ngu Dong,0
20259,3,Vang Lai,0
20260,1,VIP,1
20261,3,Vang Lai,0
20263,0,Ngu Dong,0
20264,3,Vang Lai,0
20266,3,Vang Lai,0
20267,3,Vang Lai,0
20270,3,Vang Lai,0
20272,2,Tiem Nang,0
20274,0,Ngu Dong,0
20275,1,VIP,1
20280,3,Vang Lai,0
20281,3,Vang Lai,0
20283,3,Vang Lai,0
20285,3,Vang Lai,0
20286,3,Vang Lai,0
20290,2,Tiem Nang,0
20294,3,Vang Lai,0
20295,3,Vang Lai,0
20296,3,Vang Lai,0
20297,0,Ngu Dong,0
20300,3,Vang Lai,0
20301,1,VIP,1
20302,3,Vang Lai,0
20303,1,VIP,1
20304,0,Ngu Dong,0
20305,2,Tiem Nang,0
20307,3,Vang Lai,0
20308,0,Ngu Dong,0
20309,3,Vang Lai,0
20310,3,Vang Lai,0
20311,3,Vang Lai,0
20312,3,Vang Lai,0
20314,2,Tiem Nang,0
20315,0,Ngu Dong,0
20317,3,Vang Lai,0
20318,3,Vang Lai,0
20320,1,VIP,1
20321,3,Vang Lai,0
20322,3,Vang Lai,0
20323,3,Vang Lai,0
20326,2,Tiem Nang,0
20328,3,Vang Lai,0
20329,1,VIP,1
20330,0,Ngu Dong,0
20331,3,Vang Lai,0
20332,3,Vang Lai,0
20333,3,Vang Lai,0
20334,0,Ngu Dong,0
20335,3,Vang Lai,0
20336,3,Vang Lai,0
20337,3,Vang Lai,0
20338,3,Vang Lai,0
20339,3,Vang Lai,0
20340,2,Tiem Nang,0
20341,3,Vang Lai,0
20342,3,Vang Lai,0
20343,3,Vang Lai,0
20344,3,Vang Lai,0
20347,3,Vang Lai,0
20348,3,Vang Lai,0
20352,3,Vang Lai,0
20354,3,Vang Lai,0
20355,3,Vang Lai,0
20356,0,Ngu Dong,0
20357,2,Tiem Nang,0
20358,3,Vang Lai,0
20359,0,Ngu Dong,0
20360,3,Vang Lai,0
20361,3,Vang Lai,0
20362,3,Vang Lai,0
20365,3,Vang Lai,0
20366,2,Tiem Nang,0
20367,3,Vang Lai,0
20368,2,Tiem Nang,0
20369,0,Ngu Dong,0
20370,3,Vang Lai,0
20371,3,Vang Lai,0
20372,3,Vang Lai,0
20373,0,Ngu Dong,0
20377,3,Vang Lai,0
20379,3,Vang Lai,0
20381,3,Vang Lai,0
20382,3,Vang Lai,0
20383,1,VIP,1
20384,3,Vang Lai,0
20385,0,Ngu Dong,0
20387,3,Vang Lai,0
20388,3,Vang Lai,0
20389,3,Vang Lai,0
20390,3,Vang Lai,0
20392,3,Vang Lai,0
20393,3,Vang Lai,0
20394,0,Ngu Dong,0
20395,3,Vang Lai,0
20396,3,Vang Lai,0
20397,3,Vang Lai,0
20398,3,Vang Lai,0
20400,3,Vang Lai,0
20401,3,Vang Lai,0
20404,3,Vang Lai,0
20405,0,Ngu Dong,0
20408,0,Ngu Dong,0
20409,3,Vang Lai,0
20410,3,Vang Lai,0
20411,1,VIP,1
20412,3,Vang Lai,0
20413,1,VIP,1
20414,0,Ngu Dong,0
20415,3,Vang Lai,0
20416,3,Vang Lai,0
20417,3,Vang Lai,0
20419,3,Vang Lai,0
20421,3,Vang Lai,0
20422,3,Vang Lai,0
20423,0,Ngu Dong,0
20424,1,VIP,1
20426,3,Vang Lai,0
20427,3,Vang Lai,0
20428,2,Tiem Nang,0
20429,3,Vang Lai,0
20430,3,Vang Lai,0
20431,1,VIP,1
20432,1,VIP,1
20434,3,Vang Lai,0
20435,3,Vang Lai,0
20437,0,Ngu Dong,0
20439,2,Tiem Nang,0
20442,3,Vang Lai,0
20445,0,Ngu Dong,0
20447,1,VIP,1
20448,3,Vang Lai,0
20449,0,Ngu Dong,0
20450,0,Ngu Dong,0
20452,1,VIP,1
20455,3,Vang Lai,0
20456,3,Vang Lai,0
20457,3,Vang Lai,0
20460,3,Vang Lai,0
20462,3,Vang Lai,0
20463,0,Ngu Dong,0
20464,3,Vang Lai,0
20467,3,Vang Lai,0
20468,0,Ngu Dong,0
20469,1,VIP,1
20471,2,Tiem Nang,0
20473,3,Vang Lai,0
20474,1,VIP,1
20477,0,Ngu Dong,0
20478,3,Vang Lai,0
20479,3,Vang Lai,0
20482,3,Vang Lai,0
20483,0,Ngu Dong,0
20484,0,Ngu Dong,0
20486,3,Vang Lai,0
20487,3,Vang Lai,0
20489,3,Vang Lai,0
20490,3,Vang Lai,0
20491,3,Vang Lai,0
20492,3,Vang Lai,0
20493,0,Ngu Dong,0
20494,3,Vang Lai,0
20495,1,VIP,1
20496,3,Vang Lai,0
20497,3,Vang Lai,0
20498,2,Tiem Nang,0
20499,3,Vang Lai,0
20500,3,Vang Lai,0
20501,0,Ngu Dong,0
20503,1,VIP,1
20506,3,Vang Lai,0
20507,3,Vang Lai,0
20508,1,VIP,1
20510,3,Vang Lai,0
20511,3,Vang Lai,0
20512,3,Vang Lai,0
20513,1,VIP,1
20515,3,Vang Lai,0
20516,3,Vang Lai,0
20517,1,VIP,1
20518,3,Vang Lai,0
20519,0,Ngu Dong,0
20520,3,Vang Lai,0
20521,1,VIP,1
20523,3,Vang Lai,0
20524,1,VIP,1
20525,0,Ngu Dong,0
20527,3,Vang Lai,0
20528,3,Vang Lai,0
20531,3,Vang Lai,0
20532,0,Ngu Dong,0
20533,1,VIP,1
20534,3,Vang Lai,0
20535,3,Vang Lai,0
20537,1,VIP,1
20538,3,Vang Lai,0
20539,3,Vang Lai,0
20540,3,Vang Lai,0
20541,3,Vang Lai,0
20542,1,VIP,1
20543,3,Vang Lai,0
20544,3,Vang Lai,0
20545,3,Vang Lai,0
20546,3,Vang Lai,0
20548,3,Vang Lai,0
20549,3,Vang Lai,0
20550,3,Vang Lai,0
20551,3,Vang Lai,0
20552,0,Ngu Dong,0
20553,0,Ngu Dong,0
20554,2,Tiem Nang,0
20556,3,Vang Lai,0
20559,0,Ngu Dong,0
20560,3,Vang Lai,0
20561,0,Ngu Dong,0
20562,0,Ngu Dong,0
20564,3,Vang Lai,0
20565,2,Tiem Nang,0
20566,3,Vang Lai,0
20567,3,Vang Lai,0
20569,2,Tiem Nang,0
20570,0,Ngu Dong,0
20571,3,Vang Lai,0
20572,3,Vang Lai,0
20575,0,Ngu Dong,0
20576,3,Vang Lai,0
20577,3,Vang Lai,0
20578,3,Vang Lai,0
20579,3,Vang Lai,0
20581,3,Vang Lai,0
20582,3,Vang Lai,0
20583,3,Vang Lai,0
20586,1,VIP,1
20587,3,Vang Lai,0
20589,1,VIP,1
20590,3,Vang Lai,0
20591,0,Ngu Dong,0
20592,0,Ngu Dong,0
20593,0,Ngu Dong,0
20595,3,Vang Lai,0
20598,1,VIP,1
20599,1,VIP,1
20602,1,VIP,1
20603,3,Vang Lai,0
20604,3,Vang Lai,0
20608,3,Vang Lai,0
20610,0,Ngu Dong,0
20611,0,Ngu Dong,0
20612,0,Ngu Dong,0
20613,1,VIP,1
20614,3,Vang Lai,0
20615,2,Tiem Nang,0
20617,3,Vang Lai,0
20618,3,Vang Lai,0
20619,0,Ngu Dong,0
20620,3,Vang Lai,0
20621,3,Vang Lai,0
20622,3,Vang Lai,0
20623,0,Ngu Dong,0
20624,2,Tiem Nang,0
20625,0,Ngu Dong,0
20626,2,Tiem Nang,0
20627,3,Vang Lai,0
20629,3,Vang Lai,0
20630,3,Vang Lai,0
20631,3,Vang Lai,0
20632,2,Tiem Nang,0
20634,3,Vang Lai,0
20635,3,Vang Lai,0
20637,3,Vang Lai,0
20638,3,Vang Lai,0
20639,3,Vang Lai,0
20641,1,VIP,1
20642,3,Vang Lai,0
20643,3,Vang Lai,0
20644,3,Vang Lai,0
20646,0,Ngu Dong,0
20647,0,Ngu Dong,0
20648,3,Vang Lai,0
20650,0,Ngu Dong,0
20651,2,Tiem Nang,0
20652,3,Vang Lai,0
20654,0,Ngu Dong,0
20656,3,Vang Lai,0
20658,0,Ngu Dong,0
20659,3,Vang Lai,0
20661,3,Vang Lai,0
20662,3,Vang Lai,0
20664,3,Vang Lai,0
20666,1,VIP,1
20667,1,VIP,1
20668,0,Ngu Dong,0
20669,0,Ngu Dong,0
20672,0,Ngu Dong,0
20673,0,Ngu Dong,0
20674,3,Vang Lai,0
20675,3,Vang Lai,0
20676,3,Vang Lai,0
20677,2,Tiem Nang,0
20678,3,Vang Lai,0
20681,0,Ngu Dong,0
20684,3,Vang Lai,0
20685,3,Vang Lai,0
20688,3,Vang Lai,0
20690,3,Vang Lai,0
20691,3,Vang Lai,0
20692,3,Vang Lai,0
20693,0,Ngu Dong,0
20694,1,VIP,1
20695,1,VIP,1
20696,3,Vang Lai,0
20697,3,Vang Lai,0
20698,3,Vang Lai,0
20699,3,Vang Lai,0
20702,0,Ngu Dong,0
20703,3,Vang Lai,0
20705,3,Vang Lai,0
20707,3,Vang Lai,0
20710,1,VIP,1
20711,3,Vang Lai,0
20712,3,Vang Lai,0
20713,3,Vang Lai,0
20715,3,Vang Lai,0
20716,1,VIP,1
20717,2,Tiem Nang,0
20719,3,Vang Lai,0
20720,3,Vang Lai,0
20721,3,Vang Lai,0
20722,1,VIP,1
20723,1,VIP,1
20727,0,Ngu Dong,0
20728,3,Vang Lai,0
20729,0,Ngu Dong,0
20730,3,Vang Lai,0
20733,3,Vang Lai,0
20734,1,VIP,1
20735,3,Vang Lai,0
20737,1,VIP,1
20738,1,VIP,1
20739,3,Vang Lai,0
20740,1,VIP,1
20741,0,Ngu Dong,0
20743,1,VIP,1
20744,3,Vang Lai,0
20745,2,Tiem Nang,0
20746,2,Tiem Nang,0
20747,1,VIP,1
20750,1,VIP,1
20751,3,Vang Lai,0
20752,1,VIP,1
20753,0,Ngu Dong,0
20754,1,VIP,1
20755,3,Vang Lai,0
20756,3,Vang Lai,0
20757,2,Tiem Nang,0
20758,3,Vang Lai,0
20759,3,Vang Lai,0
20760,0,Ngu Dong,0
20762,3,Vang Lai,0
20763,3,Vang Lai,0
20764,3,Vang Lai,0
20765,3,Vang Lai,0
20766,3,Vang Lai,0
20768,3,Vang Lai,0
20770,3,Vang Lai,0
20771,0,Ngu Dong,0
20772,3,Vang Lai,0
20774,3,Vang Lai,0
20776,1,VIP,1
20777,1,VIP,1
20778,3,Vang Lai,0
20779,0,Ngu Dong,0
20780,1,VIP,1
20783,3,Vang Lai,0
20784,0,Ngu Dong,0
20787,3,Vang Lai,0
20788,3,Vang Lai,0
20789,3,Vang Lai,0
20790,3,Vang Lai,0
20791,0,Ngu Dong,0
20794,3,Vang Lai,0
20797,0,Ngu Dong,0
20800,3,Vang Lai,0
20801,3,Vang Lai,0
20802,2,Tiem Nang,0
20807,2,Tiem Nang,0
20809,0,Ngu Dong,0
20812,1,VIP,1
20813,3,Vang Lai,0
20814,3,Vang Lai,0
20816,3,Vang Lai,0
20817,3,Vang Lai,0
20818,1,VIP,1
20819,3,Vang Lai,0
20820,0,Ngu Dong,0
20821,3,Vang Lai,0
20823,0,Ngu Dong,0
20824,3,Vang Lai,0
20826,0,Ngu Dong,0
20828,0,Ngu Dong,0
20831,3,Vang Lai,0
20832,2,Tiem Nang,0
20833,3,Vang Lai,0
20836,0,Ngu Dong,0
20837,0,Ngu Dong,0
20838,2,Tiem Nang,0
20839,3,Vang Lai,0
20840,0,Ngu Dong,0
20843,0,Ngu Dong,0
20844,3,Vang Lai,0
20845,0,Ngu Dong,0
20847,3,Vang Lai,0
20848,3,Vang Lai,0
20849,3,Vang Lai,0
20850,0,Ngu Dong,0
20851,1,VIP,1
20852,1,VIP,1
20853,1,VIP,1
20854,3,Vang Lai,0
20855,1,VIP,1
20856,3,Vang Lai,0
20857,2,Tiem Nang,0
20858,3,Vang Lai,0
20859,3,Vang Lai,0
20860,0,Ngu Dong,0
20861,1,VIP,1
20862,1,VIP,1
20863,0,Ngu Dong,0
20867,0,Ngu Dong,0
20868,0,Ngu Dong,0
20869,3,Vang Lai,0
20872,3,Vang Lai,0
20873,0,Ngu Dong,0
20876,3,Vang Lai,0
20878,2,Tiem Nang,0
20879,1,VIP,1
20880,3,Vang Lai,0
20882,3,Vang Lai,0
20883,3,Vang Lai,0
20886,1,VIP,1
20888,0,Ngu Dong,0
20890,1,VIP,1
20892,2,Tiem Nang,0
20894,3,Vang Lai,0
20895,3,Vang Lai,0
20896,0,Ngu Dong,0
20898,1,VIP,1
20899,3,Vang Lai,0
20900,1,VIP,1
20902,3,Vang Lai,0
20903,3,Vang Lai,0
20904,3,Vang Lai,0
20906,3,Vang Lai,0
